date,datatype,station,attributes,value
2024-01-21T00:00:00,RHMX,GHCND:USW00094728,",,W,",59.0
2024-01-21T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-21T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",1.2
2024-01-21T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",31.0
2024-01-21T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",20.0
2024-01-21T00:00:00,WDF2,GHCND:USW00094728,",,W,",310.0
2024-01-21T00:00:00,WDF5,GHCND:USW00094728,",,W,",360.0
2024-01-21T00:00:00,WSF2,GHCND:USW00094728,",,W,",21.0
2024-01-21T00:00:00,WSF5,GHCND:USW00094728,",,W,",35.1
2024-01-22T00:00:00,ADPT,GHCND:USW00094728,",,W,",-106.0
2024-01-22T00:00:00,ASLP,GHCND:USW00094728,",,W,",10328.0
2024-01-22T00:00:00,ASTP,GHCND:USW00094728,",,W,",10278.0
2024-01-22T00:00:00,AWBT,GHCND:USW00094728,",,W,",-39.0
2024-01-22T00:00:00,AWND,GHCND:USW00094728,",,W,",7.2
2024-01-22T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.0
2024-01-22T00:00:00,RHAV,GHCND:USW00094728,",,W,",47.0
2024-01-22T00:00:00,RHMN,GHCND:USW00094728,",,W,",33.0
2024-01-22T00:00:00,RHMX,GHCND:USW00094728,",,W,",60.0
2024-01-22T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-22T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",1.2
2024-01-22T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",38.0
2024-01-22T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",25.0
2024-01-22T00:00:00,WDF2,GHCND:USW00094728,",,W,",230.0
2024-01-22T00:00:00,WDF5,GHCND:USW00094728,",,W,",20.0
2024-01-22T00:00:00,WSF2,GHCND:USW00094728,",,W,",15.0
2024-01-22T00:00:00,WSF5,GHCND:USW00094728,",,W,",21.9
2024-01-23T00:00:00,ADPT,GHCND:USW00094728,",,W,",-44.0
2024-01-23T00:00:00,ASLP,GHCND:USW00094728,",,W,",10322.0
2024-01-23T00:00:00,ASTP,GHCND:USW00094728,",,W,",10271.0
2024-01-23T00:00:00,AWBT,GHCND:USW00094728,",,W,",6.0
2024-01-23T00:00:00,AWND,GHCND:USW00094728,",,W,",4.9
2024-01-23T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.05
2024-01-23T00:00:00,RHAV,GHCND:USW00094728,",,W,",61.0
2024-01-23T00:00:00,RHMN,GHCND:USW00094728,",,W,",39.0
2024-01-23T00:00:00,RHMX,GHCND:USW00094728,",,W,",76.0
2024-01-23T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-23T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",1.2
2024-01-23T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",40.0
2024-01-23T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",34.0
2024-01-23T00:00:00,WDF2,GHCND:USW00094728,",,W,",340.0
2024-01-23T00:00:00,WDF5,GHCND:USW00094728,",,W,",30.0
2024-01-23T00:00:00,WSF2,GHCND:USW00094728,",,W,",16.1
2024-01-23T00:00:00,WSF5,GHCND:USW00094728,",,W,",28.0
2024-01-23T00:00:00,WT08,GHCND:USW00094728,",,W,",1.0
2024-01-24T00:00:00,ADPT,GHCND:USW00094728,",,W,",33.0
2024-01-24T00:00:00,ASLP,GHCND:USW00094728,",,W,",10301.0
2024-01-24T00:00:00,ASTP,GHCND:USW00094728,",,W,",10247.0
2024-01-24T00:00:00,AWBT,GHCND:USW00094728,",,W,",50.0
2024-01-24T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.05
2024-01-24T00:00:00,RHAV,GHCND:USW00094728,",,W,",84.0
2024-01-24T00:00:00,RHMN,GHCND:USW00094728,",,W,",67.0
2024-01-24T00:00:00,RHMX,GHCND:USW00094728,",,W,",90.0
2024-01-24T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-24T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-24T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",48.0
2024-01-24T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",38.0
2024-01-24T00:00:00,WDF2,GHCND:USW00094728,",,W,",90.0
2024-01-24T00:00:00,WDF5,GHCND:USW00094728,",,W,",30.0
2024-01-24T00:00:00,WSF2,GHCND:USW00094728,",,W,",12.1
2024-01-24T00:00:00,WSF5,GHCND:USW00094728,",,W,",36.9
2024-01-24T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-24T00:00:00,WT08,GHCND:USW00094728,",,W,",1.0
2024-01-25T00:00:00,ADPT,GHCND:USW00094728,",,W,",94.0
2024-01-25T00:00:00,ASLP,GHCND:USW00094728,",,W,",10207.0
2024-01-25T00:00:00,ASTP,GHCND:USW00094728,",,W,",10156.0
2024-01-25T00:00:00,AWBT,GHCND:USW00094728,",,W,",106.0
2024-01-25T00:00:00,AWND,GHCND:USW00094728,",,W,",4.3
2024-01-25T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.24
2024-01-25T00:00:00,RHAV,GHCND:USW00094728,",,W,",85.0
2024-01-25T00:00:00,RHMN,GHCND:USW00094728,",,W,",77.0
2024-01-25T00:00:00,RHMX,GHCND:USW00094728,",,W,",93.0
2024-01-25T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-25T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-25T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",59.0
2024-01-25T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",46.0
2024-01-25T00:00:00,WDF2,GHCND:USW00094728,",,W,",90.0
2024-01-25T00:00:00,WDF5,GHCND:USW00094728,",,W,",30.0
2024-01-25T00:00:00,WSF2,GHCND:USW00094728,",,W,",13.0
2024-01-25T00:00:00,WSF5,GHCND:USW00094728,",,W,",23.0
2024-01-25T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-25T00:00:00,WT08,GHCND:USW00094728,",,W,",1.0
2024-01-26T00:00:00,ADPT,GHCND:USW00094728,",,W,",44.0
2024-01-26T00:00:00,ASLP,GHCND:USW00094728,",,W,",10179.0
2024-01-26T00:00:00,ASTP,GHCND:USW00094728,",,W,",10132.0
2024-01-26T00:00:00,AWBT,GHCND:USW00094728,",,W,",56.0
2024-01-26T00:00:00,AWND,GHCND:USW00094728,",,W,",5.6
2024-01-26T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.19
2024-01-26T00:00:00,RHAV,GHCND:USW00094728,",,W,",88.0
2024-01-26T00:00:00,RHMN,GHCND:USW00094728,",,W,",85.0
2024-01-26T00:00:00,RHMX,GHCND:USW00094728,",,W,",93.0
2024-01-26T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-26T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-26T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",46.0
2024-01-26T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",42.0
2024-01-26T00:00:00,WDF2,GHCND:USW00094728,",,W,",50.0
2024-01-26T00:00:00,WDF5,GHCND:USW00094728,",,W,",40.0
2024-01-26T00:00:00,WSF2,GHCND:USW00094728,",,W,",13.0
2024-01-26T00:00:00,WSF5,GHCND:USW00094728,",,W,",30.0
2024-01-26T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-27T00:00:00,ADPT,GHCND:USW00094728,",,W,",33.0
2024-01-27T00:00:00,ASLP,GHCND:USW00094728,",,W,",10220.0
2024-01-27T00:00:00,ASTP,GHCND:USW00094728,",,W,",10169.0
2024-01-27T00:00:00,AWBT,GHCND:USW00094728,",,W,",56.0
2024-01-27T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.0
2024-01-27T00:00:00,RHAV,GHCND:USW00094728,",,W,",75.0
2024-01-27T00:00:00,RHMN,GHCND:USW00094728,",,W,",63.0
2024-01-27T00:00:00,RHMX,GHCND:USW00094728,",,W,",93.0
2024-01-27T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-27T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-27T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",49.0
2024-01-27T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",43.0
2024-01-27T00:00:00,WDF2,GHCND:USW00094728,",,W,",10.0
2024-01-27T00:00:00,WDF5,GHCND:USW00094728,",,W,",30.0
2024-01-27T00:00:00,WSF2,GHCND:USW00094728,",,W,",11.0
2024-01-27T00:00:00,WSF5,GHCND:USW00094728,",,W,",36.9
2024-01-27T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-28T00:00:00,ADPT,GHCND:USW00094728,",,W,",22.0
2024-01-28T00:00:00,ASLP,GHCND:USW00094728,",,W,",10095.0
2024-01-28T00:00:00,ASTP,GHCND:USW00094728,",,W,",10054.0
2024-01-28T00:00:00,AWBT,GHCND:USW00094728,",,W,",33.0
2024-01-28T00:00:00,AWND,GHCND:USW00094728,",,W,",9.4
2024-01-28T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.82
2024-01-28T00:00:00,RHAV,GHCND:USW00094728,",,W,",88.0
2024-01-28T00:00:00,RHMN,GHCND:USW00094728,",,W,",76.0
2024-01-28T00:00:00,RHMX,GHCND:USW00094728,",,W,",89.0
2024-01-28T00:00:00,SNOW,GHCND:USW00094728,",,W,",0.0
2024-01-28T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-28T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",44.0
2024-01-28T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",37.0
2024-01-28T00:00:00,WDF2,GHCND:USW00094728,",,W,",60.0
2024-01-28T00:00:00,WDF5,GHCND:USW00094728,",,W,",50.0
2024-01-28T00:00:00,WSF2,GHCND:USW00094728,",,W,",25.9
2024-01-28T00:00:00,WSF5,GHCND:USW00094728,",,W,",44.1
2024-01-28T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-29T00:00:00,ADPT,GHCND:USW00094728,",,W,",-11.0
2024-01-29T00:00:00,ASLP,GHCND:USW00094728,",,W,",10108.0
2024-01-29T00:00:00,ASTP,GHCND:USW00094728,",,W,",10047.0
2024-01-29T00:00:00,AWBT,GHCND:USW00094728,",,W,",17.0
2024-01-29T00:00:00,AWND,GHCND:USW00094728,",,W,",7.6
2024-01-29T00:00:00,PRCP,GHCND:USW00094728,",,W,2400",0.05
2024-01-29T00:00:00,RHAV,GHCND:USW00094728,",,W,",73.0
2024-01-29T00:00:00,RHMN,GHCND:USW00094728,",,W,",65.0
2024-01-29T00:00:00,RHMX,GHCND:USW00094728,",,W,",89.0
2024-01-29T00:00:00,SNOW,GHCND:USW00094728,"T,,W,",0.0
2024-01-29T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-29T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",40.0
2024-01-29T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",36.0
2024-01-29T00:00:00,WDF2,GHCND:USW00094728,",,W,",30.0
2024-01-29T00:00:00,WDF5,GHCND:USW00094728,",,W,",40.0
2024-01-29T00:00:00,WSF2,GHCND:USW00094728,",,W,",17.0
2024-01-29T00:00:00,WSF5,GHCND:USW00094728,",,W,",35.1
2024-01-29T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-30T00:00:00,ADPT,GHCND:USW00094728,",,W,",-39.0
2024-01-30T00:00:00,ASLP,GHCND:USW00094728,",,W,",10220.0
2024-01-30T00:00:00,ASTP,GHCND:USW00094728,",,W,",10166.0
2024-01-30T00:00:00,AWBT,GHCND:USW00094728,",,W,",0.0
2024-01-30T00:00:00,AWND,GHCND:USW00094728,",,W,",4.7
2024-01-30T00:00:00,PRCP,GHCND:USW00094728,"T,,W,2400",0.0
2024-01-30T00:00:00,RHAV,GHCND:USW00094728,",,W,",66.0
2024-01-30T00:00:00,RHMN,GHCND:USW00094728,",,W,",57.0
2024-01-30T00:00:00,RHMX,GHCND:USW00094728,",,W,",85.0
2024-01-30T00:00:00,SNOW,GHCND:USW00094728,"T,,W,",0.0
2024-01-30T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-30T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",38.0
2024-01-30T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",35.0
2024-01-30T00:00:00,WDF2,GHCND:USW00094728,",,W,",70.0
2024-01-30T00:00:00,WDF5,GHCND:USW00094728,",,W,",70.0
2024-01-30T00:00:00,WSF2,GHCND:USW00094728,",,W,",14.1
2024-01-30T00:00:00,WSF5,GHCND:USW00094728,",,W,",25.9
2024-01-30T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-30T00:00:00,WT08,GHCND:USW00094728,",,W,",1.0
2024-01-31T00:00:00,ADPT,GHCND:USW00094728,",,W,",-17.0
2024-01-31T00:00:00,ASLP,GHCND:USW00094728,",,W,",10196.0
2024-01-31T00:00:00,ASTP,GHCND:USW00094728,",,W,",10149.0
2024-01-31T00:00:00,AWBT,GHCND:USW00094728,",,W,",11.0
2024-01-31T00:00:00,AWND,GHCND:USW00094728,",,W,",3.6
2024-01-31T00:00:00,PRCP,GHCND:USW00094728,"T,,W,2400",0.0
2024-01-31T00:00:00,RHAV,GHCND:USW00094728,",,W,",71.0
2024-01-31T00:00:00,RHMN,GHCND:USW00094728,",,W,",65.0
2024-01-31T00:00:00,RHMX,GHCND:USW00094728,",,W,",85.0
2024-01-31T00:00:00,SNOW,GHCND:USW00094728,"T,,W,",0.0
2024-01-31T00:00:00,SNWD,GHCND:USW00094728,",,W,2400",0.0
2024-01-31T00:00:00,TMAX,GHCND:USW00094728,",,W,2400",40.0
2024-01-31T00:00:00,TMIN,GHCND:USW00094728,",,W,2400",34.0
2024-01-31T00:00:00,WDF2,GHCND:USW00094728,",,W,",80.0
2024-01-31T00:00:00,WDF5,GHCND:USW00094728,",,W,",80.0
2024-01-31T00:00:00,WSF2,GHCND:USW00094728,",,W,",10.1
2024-01-31T00:00:00,WSF5,GHCND:USW00094728,",,W,",19.9
2024-01-31T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
2024-01-31T00:00:00,WT08,GHCND:USW00094728,",,W,",1.0
