DATE,STATION,TMAX,TMIN,TMAX_F,TMIN_F
2024-03-08,USR0000CBAR,194.0,67.0,67.0,44.0
2024-03-09,USR0000CBAR,128.0,67.0,55.0,44.0
2024-03-10,USR0000CBAR,144.0,67.0,58.0,44.0
2024-03-11,USR0000CBAR,150.0,61.0,59.0,43.0
2024-03-12,USR0000CBAR,144.0,72.0,58.0,45.0
2024-03-13,USR0000CBAR,167.0,56.0,62.0,42.0
2024-03-14,USR0000CBAR,200.0,100.0,68.0,50.0
2024-03-15,USR0000CBAR,233.0,128.0,74.0,55.0
2024-03-16,USR0000CBAR,211.0,83.0,70.0,47.0
2024-03-17,USR0000CBAR,194.0,44.0,67.0,40.0
2024-03-18,USR0000CBAR,211.0,83.0,70.0,47.0
2024-03-19,USR0000CBAR,183.0,83.0,65.0,47.0
2024-03-20,USR0000CBAR,183.0,67.0,65.0,44.0
2024-03-21,USR0000CBAR,183.0,89.0,65.0,48.0
2024-03-22,USR0000CBAR,161.0,89.0,61.0,48.0
2024-03-23,USR0000CBAR,133.0,78.0,56.0,46.0
2024-03-24,USR0000CBAR,133.0,72.0,56.0,45.0
2024-03-25,USR0000CBAR,133.0,78.0,56.0,46.0
2024-03-26,USR0000CBAR,161.0,78.0,61.0,46.0
2024-03-27,USR0000CBAR,117.0,83.0,53.0,47.0
2024-03-28,USR0000CBAR,150.0,72.0,59.0,45.0
2024-03-29,USR0000CBAR,89.0,67.0,48.0,44.0
2024-03-30,USR0000CBAR,161.0,67.0,61.0,44.0
2024-03-31,USR0000CBAR,172.0,72.0,63.0,45.0
2024-04-01,USR0000CBAR,211.0,78.0,70.0,46.0
2024-04-02,USR0000CBAR,222.0,72.0,72.0,45.0
2024-04-03,USR0000CBAR,156.0,67.0,60.0,44.0
2024-04-04,USR0000CBAR,106.0,28.0,51.0,37.0
2024-04-05,USR0000CBAR,117.0,28.0,53.0,37.0
2024-04-06,USR0000CBAR,139.0,39.0,57.0,39.0
2024-04-07,USR0000CBAR,150.0,61.0,59.0,43.0
2024-04-08,USR0000CBAR,200.0,56.0,68.0,42.0
2024-04-09,USR0000CBAR,244.0,83.0,76.0,47.0
2024-04-10,USR0000CBAR,256.0,83.0,78.0,47.0
2024-04-11,USR0000CBAR,250.0,83.0,77.0,47.0
2024-04-12,USR0000CBAR,139.0,72.0,57.0,45.0
2024-04-13,USR0000CBAR,94.0,50.0,49.0,41.0
2024-04-14,USR0000CBAR,139.0,56.0,57.0,42.0
2024-04-15,USR0000CBAR,178.0,67.0,64.0,44.0
2024-04-16,USR0000CBAR,222.0,72.0,72.0,45.0
2024-04-17,USR0000CBAR,256.0,83.0,78.0,47.0
2024-04-18,USR0000CBAR,250.0,83.0,77.0,47.0
2024-04-19,USR0000CBAR,217.0,67.0,71.0,44.0
2024-04-20,USR0000CBAR,183.0,72.0,65.0,45.0
2024-04-21,USR0000CBAR,250.0,89.0,77.0,48.0
2024-04-22,USR0000CBAR,261.0,106.0,79.0,51.0
2024-04-23,USR0000CBAR,122.0,100.0,54.0,50.0
2024-04-24,USR0000CBAR,161.0,94.0,61.0,49.0
2024-04-25,USR0000CBAR,150.0,94.0,59.0,49.0
2024-04-26,USR0000CBAR,150.0,89.0,59.0,48.0
2024-04-27,USR0000CBAR,161.0,72.0,61.0,45.0
2024-04-28,USR0000CBAR,167.0,83.0,62.0,47.0
2024-04-29,USR0000CBAR,161.0,78.0,61.0,46.0
2024-04-30,USR0000CBAR,150.0,61.0,59.0,43.0
2024-05-01,USR0000CBAR,206.0,67.0,69.0,44.0
2024-05-02,USR0000CBAR,178.0,89.0,64.0,48.0
2024-05-03,USR0000CBAR,189.0,78.0,66.0,46.0
2024-05-04,USR0000CBAR,111.0,61.0,52.0,43.0
2024-05-05,USR0000CBAR,128.0,56.0,55.0,42.0
2024-05-06,USR0000CBAR,161.0,67.0,61.0,44.0
2024-05-07,USR0000CBAR,183.0,72.0,65.0,45.0
2024-05-08,USR0000CBAR,256.0,111.0,78.0,52.0
2024-05-09,USR0000CBAR,278.0,161.0,82.0,61.0
2024-05-10,USR0000CBAR,289.0,139.0,84.0,57.0
2024-05-11,USR0000CBAR,261.0,106.0,79.0,51.0
2024-05-12,USR0000CBAR,211.0,83.0,70.0,47.0
2024-05-13,USR0000CBAR,222.0,78.0,72.0,46.0
2024-05-14,USR0000CBAR,233.0,67.0,74.0,44.0
2024-05-15,USR0000CBAR,222.0,78.0,72.0,46.0
2024-05-16,USR0000CBAR,156.0,89.0,60.0,48.0
2024-05-17,USR0000CBAR,206.0,89.0,69.0,48.0
2024-05-18,USR0000CBAR,167.0,89.0,62.0,48.0
2024-05-19,USR0000CBAR,200.0,67.0,68.0,44.0
2024-05-20,USR0000CBAR,239.0,72.0,75.0,45.0
2024-05-21,USR0000CBAR,267.0,94.0,80.0,49.0
2024-05-22,USR0000CBAR,200.0,83.0,68.0,47.0
2024-05-23,USR0000CBAR,194.0,78.0,67.0,46.0
2024-05-24,USR0000CBAR,150.0,78.0,59.0,46.0
2024-05-25,USR0000CBAR,167.0,67.0,62.0,44.0
2024-05-26,USR0000CBAR,228.0,56.0,73.0,42.0
2024-05-27,USR0000CBAR,228.0,72.0,73.0,45.0
2024-05-28,USR0000CBAR,194.0,78.0,67.0,46.0
2024-05-29,USR0000CBAR,244.0,89.0,76.0,48.0
2024-05-30,USR0000CBAR,306.0,94.0,87.0,49.0
2024-05-31,USR0000CBAR,300.0,89.0,86.0,48.0
2024-06-01,USR0000CBAR,161.0,78.0,61.0,46.0
2024-06-02,USR0000CBAR,189.0,94.0,66.0,49.0
2024-06-03,USR0000CBAR,200.0,106.0,68.0,51.0
2024-06-04,USR0000CBAR,278.0,111.0,82.0,52.0
2024-06-05,USR0000CBAR,300.0,144.0,86.0,58.0
2024-06-06,USR0000CBAR,256.0,100.0,78.0,50.0
2024-06-07,USR0000CBAR,222.0,83.0,72.0,47.0
2024-06-08,USR0000CBAR,217.0,106.0,71.0,51.0
2024-06-09,USR0000CBAR,206.0,94.0,69.0,49.0
2024-06-10,USR0000CBAR,278.0,83.0,82.0,47.0
2024-06-11,USR0000CBAR,333.0,100.0,92.0,50.0
2024-06-12,USR0000CBAR,244.0,100.0,76.0,50.0
2024-06-13,USR0000CBAR,222.0,83.0,72.0,47.0
2024-06-14,USR0000CBAR,228.0,72.0,73.0,45.0
2024-06-15,USR0000CBAR,206.0,89.0,69.0,48.0
2024-06-16,USR0000CBAR,200.0,89.0,68.0,48.0
2024-06-17,USR0000CBAR,244.0,89.0,76.0,48.0
2024-06-18,USR0000CBAR,267.0,94.0,80.0,49.0
2024-06-19,USR0000CBAR,211.0,83.0,70.0,47.0
2024-06-20,USR0000CBAR,239.0,78.0,75.0,46.0
2024-06-21,USR0000CBAR,278.0,83.0,82.0,47.0
2024-06-22,USR0000CBAR,306.0,78.0,87.0,46.0
2024-06-23,USR0000CBAR,317.0,117.0,89.0,53.0
2024-06-24,USR0000CBAR,322.0,100.0,90.0,50.0
2024-06-25,USR0000CBAR,317.0,100.0,89.0,50.0
2024-06-26,USR0000CBAR,222.0,100.0,72.0,50.0
2024-06-27,USR0000CBAR,211.0,94.0,70.0,49.0
2024-06-28,USR0000CBAR,300.0,106.0,86.0,51.0
2024-06-29,USR0000CBAR,289.0,106.0,84.0,51.0
2024-06-30,USR0000CBAR,222.0,117.0,72.0,53.0
2024-07-01,USR0000CBAR,294.0,122.0,85.0,54.0
2024-07-02,USR0000CBAR,389.0,222.0,102.0,72.0
2024-07-03,USR0000CBAR,389.0,206.0,102.0,69.0
2024-07-04,USR0000CBAR,356.0,156.0,96.0,60.0
2024-07-05,USR0000CBAR,306.0,133.0,87.0,56.0
2024-07-06,USR0000CBAR,350.0,122.0,95.0,54.0
2024-07-07,USR0000CBAR,317.0,117.0,89.0,53.0
2024-07-08,USR0000CBAR,278.0,117.0,82.0,53.0
2024-07-09,USR0000CBAR,244.0,128.0,76.0,55.0
2024-07-10,USR0000CBAR,317.0,111.0,89.0,52.0
2024-07-11,USR0000CBAR,344.0,156.0,94.0,60.0
2024-07-12,USR0000CBAR,317.0,128.0,89.0,55.0
2024-07-13,USR0000CBAR,283.0,106.0,83.0,51.0
2024-07-14,USR0000CBAR,267.0,117.0,80.0,53.0
2024-07-15,USR0000CBAR,233.0,117.0,74.0,53.0
2024-07-16,USR0000CBAR,217.0,111.0,71.0,52.0
2024-07-17,USR0000CBAR,211.0,111.0,70.0,52.0
2024-07-18,USR0000CBAR,289.0,106.0,84.0,51.0
2024-07-19,USR0000CBAR,333.0,106.0,92.0,51.0
2024-07-20,USR0000CBAR,267.0,111.0,80.0,52.0
2024-07-21,USR0000CBAR,244.0,100.0,76.0,50.0
2024-07-22,USR0000CBAR,317.0,128.0,89.0,55.0
2024-07-23,USR0000CBAR,378.0,172.0,100.0,63.0
2024-07-24,USR0000CBAR,328.0,156.0,91.0,60.0
2024-07-25,USR0000CBAR,322.0,128.0,90.0,55.0
2024-07-26,USR0000CBAR,250.0,106.0,77.0,51.0
2024-07-27,USR0000CBAR,144.0,106.0,58.0,51.0
2024-07-28,USR0000CBAR,250.0,100.0,77.0,50.0
2024-07-29,USR0000CBAR,222.0,111.0,72.0,52.0
2024-07-30,USR0000CBAR,222.0,117.0,72.0,53.0
2024-07-31,USR0000CBAR,289.0,106.0,84.0,51.0
2024-08-01,USR0000CBAR,311.0,106.0,88.0,51.0
2024-08-02,USR0000CBAR,267.0,106.0,80.0,51.0
2024-08-03,USR0000CBAR,311.0,117.0,88.0,53.0
2024-08-04,USR0000CBAR,278.0,111.0,82.0,52.0
2024-08-05,USR0000CBAR,239.0,106.0,75.0,51.0
2024-08-06,USR0000CBAR,311.0,100.0,88.0,50.0
2024-08-07,USR0000CBAR,333.0,117.0,92.0,53.0
2024-08-08,USR0000CBAR,233.0,100.0,74.0,50.0
2024-08-09,USR0000CBAR,256.0,100.0,78.0,50.0
2024-08-10,USR0000CBAR,272.0,94.0,81.0,49.0
2024-08-11,USR0000CBAR,228.0,106.0,73.0,51.0
2024-08-12,USR0000CBAR,239.0,94.0,75.0,49.0
2024-08-13,USR0000CBAR,267.0,100.0,80.0,50.0
2024-08-14,USR0000CBAR,250.0,117.0,77.0,53.0
2024-08-15,USR0000CBAR,222.0,117.0,72.0,53.0
2024-08-16,USR0000CBAR,239.0,111.0,75.0,52.0
2024-08-17,USR0000CBAR,222.0,133.0,72.0,56.0
2024-08-18,USR0000CBAR,217.0,122.0,71.0,54.0
2024-08-19,USR0000CBAR,244.0,106.0,76.0,51.0
2024-08-20,USR0000CBAR,267.0,128.0,80.0,55.0
2024-08-21,USR0000CBAR,256.0,128.0,78.0,55.0
2024-08-22,USR0000CBAR,222.0,133.0,72.0,56.0
2024-08-23,USR0000CBAR,211.0,128.0,70.0,55.0
2024-08-24,USR0000CBAR,239.0,128.0,75.0,55.0
2024-08-25,USR0000CBAR,267.0,128.0,80.0,55.0
2024-08-26,USR0000CBAR,322.0,139.0,90.0,57.0
2024-08-27,USR0000CBAR,350.0,167.0,95.0,62.0
2024-08-28,USR0000CBAR,322.0,117.0,90.0,53.0
2024-08-29,USR0000CBAR,261.0,106.0,79.0,51.0
2024-08-30,USR0000CBAR,244.0,122.0,76.0,54.0
2024-08-31,USR0000CBAR,217.0,122.0,71.0,54.0
2024-09-01,USR0000CBAR,222.0,128.0,72.0,55.0
2024-09-02,USR0000CBAR,222.0,128.0,72.0,55.0
2024-09-03,USR0000CBAR,361.0,139.0,97.0,57.0
2024-09-04,USR0000CBAR,328.0,122.0,91.0,54.0
2024-09-05,USR0000CBAR,317.0,106.0,89.0,51.0
2024-09-06,USR0000CBAR,294.0,100.0,85.0,50.0
2024-09-07,USR0000CBAR,250.0,106.0,77.0,51.0
2024-09-08,USR0000CBAR,311.0,89.0,88.0,48.0
2024-09-09,USR0000CBAR,256.0,94.0,78.0,49.0
2024-09-10,USR0000CBAR,211.0,117.0,70.0,53.0
2024-09-11,USR0000CBAR,200.0,111.0,68.0,52.0
2024-09-12,USR0000CBAR,278.0,100.0,82.0,50.0
2024-09-13,USR0000CBAR,306.0,122.0,87.0,54.0
2024-09-14,USR0000CBAR,244.0,100.0,76.0,50.0
2024-09-15,USR0000CBAR,167.0,106.0,62.0,51.0
2024-09-16,USR0000CBAR,217.0,100.0,71.0,50.0
2024-09-17,USR0000CBAR,211.0,111.0,70.0,52.0
2024-09-18,USR0000CBAR,217.0,111.0,71.0,52.0
2024-09-19,USR0000CBAR,239.0,106.0,75.0,51.0
2024-09-20,USR0000CBAR,244.0,106.0,76.0,51.0
2024-09-21,USR0000CBAR,250.0,94.0,77.0,49.0
2024-09-22,USR0000CBAR,278.0,94.0,82.0,49.0
2024-09-23,USR0000CBAR,372.0,144.0,99.0,58.0
2024-09-24,USR0000CBAR,361.0,128.0,97.0,55.0
2024-09-25,USR0000CBAR,194.0,117.0,67.0,53.0
2024-09-26,USR0000CBAR,267.0,111.0,80.0,52.0
2024-09-27,USR0000CBAR,350.0,167.0,95.0,62.0
2024-09-28,USR0000CBAR,233.0,111.0,74.0,52.0
2024-09-29,USR0000CBAR,256.0,100.0,78.0,50.0
2024-09-30,USR0000CBAR,344.0,161.0,94.0,61.0
2024-10-01,USR0000CBAR,411.0,228.0,106.0,73.0
2024-10-02,USR0000CBAR,400.0,256.0,104.0,78.0
2024-10-03,USR0000CBAR,367.0,172.0,98.0,63.0
2024-10-04,USR0000CBAR,328.0,156.0,91.0,60.0
2024-10-05,USR0000CBAR,389.0,233.0,102.0,74.0
2024-10-06,USR0000CBAR,394.0,244.0,103.0,76.0
2024-10-07,USR0000CBAR,383.0,200.0,101.0,68.0
2024-10-08,USR0000CBAR,256.0,111.0,78.0,52.0
2024-10-09,USR0000CBAR,228.0,100.0,73.0,50.0
2024-10-10,USR0000CBAR,261.0,89.0,79.0,48.0
2024-10-11,USR0000CBAR,239.0,78.0,75.0,46.0
2024-10-12,USR0000CBAR,194.0,133.0,67.0,56.0
2024-10-13,USR0000CBAR,239.0,122.0,75.0,54.0
2024-10-14,USR0000CBAR,244.0,100.0,76.0,50.0
2024-10-15,USR0000CBAR,228.0,122.0,73.0,54.0
2024-10-16,USR0000CBAR,206.0,117.0,69.0,53.0
2024-10-17,USR0000CBAR,178.0,100.0,64.0,50.0
2024-10-18,USR0000CBAR,250.0,117.0,77.0,53.0
2024-10-19,USR0000CBAR,289.0,156.0,84.0,60.0
2024-10-20,USR0000CBAR,278.0,133.0,82.0,56.0
2024-10-21,USR0000CBAR,206.0,89.0,69.0,48.0
2024-10-22,USR0000CBAR,233.0,83.0,74.0,47.0
2024-10-23,USR0000CBAR,267.0,111.0,80.0,52.0
2024-10-24,USR0000CBAR,256.0,122.0,78.0,54.0
2024-10-25,USR0000CBAR,267.0,133.0,80.0,56.0
2024-10-26,USR0000CBAR,272.0,122.0,81.0,54.0
2024-10-27,USR0000CBAR,183.0,111.0,65.0,52.0
2024-10-28,USR0000CBAR,161.0,94.0,61.0,49.0
2024-10-29,USR0000CBAR,200.0,72.0,68.0,45.0
2024-10-30,USR0000CBAR,178.0,78.0,64.0,46.0
2024-10-31,USR0000CBAR,167.0,78.0,62.0,46.0
2024-11-01,USR0000CBAR,178.0,89.0,64.0,48.0
2024-11-02,USR0000CBAR,167.0,100.0,62.0,50.0
2024-11-03,USR0000CBAR,194.0,89.0,67.0,48.0
2024-11-04,USR0000CBAR,228.0,111.0,73.0,52.0
2024-11-05,USR0000CBAR,211.0,83.0,70.0,47.0
2024-11-06,USR0000CBAR,222.0,106.0,72.0,51.0
2024-11-07,USR0000CBAR,233.0,106.0,74.0,51.0
2024-11-08,USR0000CBAR,222.0,94.0,72.0,49.0
2024-11-09,USR0000CBAR,211.0,94.0,70.0,49.0
2024-11-10,USR0000CBAR,222.0,78.0,72.0,46.0
2024-11-11,USR0000CBAR,139.0,94.0,57.0,49.0
2024-11-12,USR0000CBAR,172.0,83.0,63.0,47.0
2024-11-13,USR0000CBAR,128.0,61.0,55.0,43.0
2024-11-14,USR0000CBAR,139.0,78.0,57.0,46.0
2024-11-15,USR0000CBAR,139.0,67.0,57.0,44.0
2024-11-16,USR0000CBAR,161.0,39.0,61.0,39.0
2024-11-17,USR0000CBAR,150.0,61.0,59.0,43.0
2024-11-18,USR0000CBAR,122.0,61.0,54.0,43.0
2024-11-19,USR0000CBAR,144.0,44.0,58.0,40.0
2024-11-20,USR0000CBAR,117.0,94.0,53.0,49.0
2024-11-21,USR0000CBAR,133.0,111.0,56.0,52.0
2024-11-22,USR0000CBAR,133.0,106.0,56.0,51.0
2024-11-23,USR0000CBAR,144.0,78.0,58.0,46.0
2024-11-24,USR0000CBAR,156.0,61.0,60.0,43.0
2024-11-25,USR0000CBAR,122.0,94.0,54.0,49.0
2024-11-26,USR0000CBAR,139.0,61.0,57.0,43.0
2024-11-27,USR0000CBAR,167.0,56.0,62.0,42.0
2024-11-28,USR0000CBAR,161.0,44.0,61.0,40.0
2024-11-29,USR0000CBAR,161.0,56.0,61.0,42.0
2024-11-30,USR0000CBAR,161.0,61.0,61.0,43.0
2024-12-01,USR0000CBAR,189.0,94.0,66.0,49.0
2024-12-02,USR0000CBAR,217.0,100.0,71.0,50.0
2024-12-03,USR0000CBAR,211.0,100.0,70.0,50.0
2024-12-04,USR0000CBAR,217.0,89.0,71.0,48.0
2024-12-05,USR0000CBAR,222.0,111.0,72.0,52.0
2024-12-06,USR0000CBAR,233.0,100.0,74.0,50.0
2024-12-07,USR0000CBAR,194.0,106.0,67.0,51.0
2024-12-08,USR0000CBAR,200.0,100.0,68.0,50.0
2024-12-09,USR0000CBAR,194.0,78.0,67.0,46.0
2024-12-10,USR0000CBAR,133.0,67.0,56.0,44.0
2024-12-11,USR0000CBAR,161.0,56.0,61.0,42.0
2024-12-12,USR0000CBAR,117.0,94.0,53.0,49.0
2024-12-13,USR0000CBAR,111.0,89.0,52.0,48.0
2024-12-14,USR0000CBAR,117.0,72.0,53.0,45.0
2024-12-15,USR0000CBAR,128.0,44.0,55.0,40.0
2024-12-16,USR0000CBAR,111.0,61.0,52.0,43.0
2024-12-17,USR0000CBAR,172.0,67.0,63.0,44.0
2024-12-18,USR0000CBAR,139.0,72.0,57.0,45.0
2024-12-19,USR0000CBAR,89.0,61.0,48.0,43.0
2024-12-20,USR0000CBAR,117.0,61.0,53.0,43.0
2024-12-21,USR0000CBAR,122.0,111.0,54.0,52.0
2024-12-22,USR0000CBAR,133.0,94.0,56.0,49.0
2024-12-23,USR0000CBAR,144.0,117.0,58.0,53.0
2024-12-24,USR0000CBAR,139.0,67.0,57.0,44.0
2024-12-25,USR0000CBAR,100.0,56.0,50.0,42.0
2024-12-26,USR0000CBAR,122.0,83.0,54.0,47.0
2024-12-27,USR0000CBAR,144.0,106.0,58.0,51.0
2024-12-28,USR0000CBAR,133.0,111.0,56.0,52.0
2024-12-29,USR0000CBAR,128.0,78.0,55.0,46.0
2024-12-30,USR0000CBAR,144.0,50.0,58.0,41.0
2024-12-31,USR0000CBAR,150.0,28.0,59.0,37.0
