DATE,STATION,TMAX,TMIN,TMAX_F,TMIN_F
2022-05-12,USR0000CBAR,150.0,67.0,59.0,44.0
2022-05-13,USR0000CBAR,189.0,89.0,66.0,48.0
2022-05-14,USR0000CBAR,217.0,106.0,71.0,51.0
2022-05-15,USR0000CBAR,161.0,89.0,61.0,48.0
2022-05-16,USR0000CBAR,161.0,83.0,61.0,47.0
2022-05-17,USR0000CBAR,200.0,72.0,68.0,45.0
2022-05-18,USR0000CBAR,239.0,83.0,75.0,47.0
2022-05-19,USR0000CBAR,178.0,89.0,64.0,48.0
2022-05-20,USR0000CBAR,217.0,72.0,71.0,45.0
2022-05-21,USR0000CBAR,256.0,89.0,78.0,48.0
2022-05-22,USR0000CBAR,211.0,89.0,70.0,48.0
2022-05-23,USR0000CBAR,222.0,100.0,72.0,50.0
2022-05-24,USR0000CBAR,328.0,122.0,91.0,54.0
2022-05-25,USR0000CBAR,322.0,122.0,90.0,54.0
2022-05-26,USR0000CBAR,139.0,94.0,57.0,49.0
2022-05-27,USR0000CBAR,183.0,100.0,65.0,50.0
2022-05-28,USR0000CBAR,194.0,94.0,67.0,49.0
2022-05-29,USR0000CBAR,161.0,78.0,61.0,46.0
2022-05-30,USR0000CBAR,183.0,78.0,65.0,46.0
2022-05-31,USR0000CBAR,250.0,72.0,77.0,45.0
2022-06-01,USR0000CBAR,267.0,83.0,80.0,47.0
2022-06-02,USR0000CBAR,194.0,83.0,67.0,47.0
2022-06-03,USR0000CBAR,217.0,117.0,71.0,53.0
2022-06-04,USR0000CBAR,211.0,111.0,70.0,52.0
2022-06-05,USR0000CBAR,233.0,111.0,74.0,52.0
2022-06-06,USR0000CBAR,183.0,106.0,65.0,51.0
2022-06-07,USR0000CBAR,217.0,89.0,71.0,48.0
2022-06-08,USR0000CBAR,206.0,106.0,69.0,51.0
2022-06-09,USR0000CBAR,256.0,94.0,78.0,49.0
2022-06-10,USR0000CBAR,294.0,150.0,85.0,59.0
2022-06-11,USR0000CBAR,261.0,139.0,79.0,57.0
2022-06-12,USR0000CBAR,211.0,100.0,70.0,50.0
2022-06-13,USR0000CBAR,183.0,89.0,65.0,48.0
2022-06-14,USR0000CBAR,250.0,89.0,77.0,48.0
2022-06-15,USR0000CBAR,233.0,94.0,74.0,49.0
2022-06-16,USR0000CBAR,172.0,100.0,63.0,50.0
2022-06-17,USR0000CBAR,178.0,106.0,64.0,51.0
2022-06-18,USR0000CBAR,167.0,89.0,62.0,48.0
2022-06-19,USR0000CBAR,256.0,83.0,78.0,47.0
2022-06-20,USR0000CBAR,294.0,94.0,85.0,49.0
2022-06-21,USR0000CBAR,372.0,194.0,99.0,67.0
2022-06-22,USR0000CBAR,333.0,189.0,92.0,66.0
2022-06-23,USR0000CBAR,328.0,128.0,91.0,55.0
2022-06-24,USR0000CBAR,300.0,100.0,86.0,50.0
2022-06-25,USR0000CBAR,294.0,78.0,85.0,46.0
2022-06-26,USR0000CBAR,272.0,94.0,81.0,49.0
2022-06-27,USR0000CBAR,244.0,106.0,76.0,51.0
2022-06-28,USR0000CBAR,222.0,100.0,72.0,50.0
2022-06-29,USR0000CBAR,200.0,100.0,68.0,50.0
2022-06-30,USR0000CBAR,211.0,89.0,70.0,48.0
2022-07-01,USR0000CBAR,228.0,89.0,73.0,48.0
2022-07-02,USR0000CBAR,150.0,100.0,59.0,50.0
2022-07-03,USR0000CBAR,183.0,106.0,65.0,51.0
2022-07-04,USR0000CBAR,239.0,122.0,75.0,54.0
2022-07-05,USR0000CBAR,222.0,150.0,72.0,59.0
2022-07-06,USR0000CBAR,200.0,128.0,68.0,55.0
2022-07-07,USR0000CBAR,211.0,111.0,70.0,52.0
2022-07-08,USR0000CBAR,217.0,111.0,71.0,52.0
2022-07-09,USR0000CBAR,228.0,117.0,73.0,53.0
2022-07-10,USR0000CBAR,306.0,106.0,87.0,51.0
2022-07-11,USR0000CBAR,317.0,117.0,89.0,53.0
2022-07-12,USR0000CBAR,244.0,117.0,76.0,53.0
2022-07-13,USR0000CBAR,244.0,111.0,76.0,52.0
2022-07-14,USR0000CBAR,261.0,94.0,79.0,49.0
2022-07-15,USR0000CBAR,222.0,106.0,72.0,51.0
2022-07-16,USR0000CBAR,300.0,89.0,86.0,48.0
2022-07-17,USR0000CBAR,267.0,106.0,80.0,51.0
2022-07-18,USR0000CBAR,322.0,106.0,90.0,51.0
2022-07-19,USR0000CBAR,239.0,94.0,75.0,49.0
2022-07-20,USR0000CBAR,250.0,78.0,77.0,46.0
2022-07-21,USR0000CBAR,239.0,78.0,75.0,46.0
2022-07-22,USR0000CBAR,250.0,94.0,77.0,49.0
2022-07-23,USR0000CBAR,267.0,94.0,80.0,49.0
2022-07-24,USR0000CBAR,256.0,78.0,78.0,46.0
2022-07-25,USR0000CBAR,239.0,94.0,75.0,49.0
2022-07-26,USR0000CBAR,250.0,117.0,77.0,53.0
2022-07-27,USR0000CBAR,233.0,111.0,74.0,52.0
2022-07-28,USR0000CBAR,222.0,111.0,72.0,52.0
2022-07-29,USR0000CBAR,267.0,122.0,80.0,54.0
2022-07-30,USR0000CBAR,244.0,122.0,76.0,54.0
2022-07-31,USR0000CBAR,239.0,128.0,75.0,55.0
2022-08-01,USR0000CBAR,283.0,128.0,83.0,55.0
2022-08-02,USR0000CBAR,306.0,128.0,87.0,55.0
2022-08-03,USR0000CBAR,278.0,122.0,82.0,54.0
2022-08-04,USR0000CBAR,283.0,128.0,83.0,55.0
2022-08-05,USR0000CBAR,211.0,139.0,70.0,57.0
2022-08-06,USR0000CBAR,228.0,144.0,73.0,58.0
2022-08-07,USR0000CBAR,228.0,144.0,73.0,58.0
2022-08-08,USR0000CBAR,222.0,139.0,72.0,57.0
2022-08-09,USR0000CBAR,239.0,139.0,75.0,57.0
2022-08-10,USR0000CBAR,239.0,128.0,75.0,55.0
2022-08-11,USR0000CBAR,228.0,128.0,73.0,55.0
2022-08-12,USR0000CBAR,222.0,117.0,72.0,53.0
2022-08-13,USR0000CBAR,278.0,111.0,82.0,52.0
2022-08-14,USR0000CBAR,294.0,117.0,85.0,53.0
2022-08-15,USR0000CBAR,322.0,117.0,90.0,53.0
2022-08-16,USR0000CBAR,367.0,167.0,98.0,62.0
2022-08-17,USR0000CBAR,350.0,161.0,95.0,61.0
2022-08-18,USR0000CBAR,261.0,106.0,79.0,51.0
2022-08-19,USR0000CBAR,267.0,117.0,80.0,53.0
2022-08-20,USR0000CBAR,333.0,128.0,92.0,55.0
2022-08-21,USR0000CBAR,200.0,117.0,68.0,53.0
2022-08-22,USR0000CBAR,256.0,106.0,78.0,51.0
2022-08-23,USR0000CBAR,300.0,117.0,86.0,53.0
2022-08-24,USR0000CBAR,267.0,106.0,80.0,51.0
2022-08-25,USR0000CBAR,250.0,100.0,77.0,50.0
2022-08-26,USR0000CBAR,289.0,117.0,84.0,53.0
2022-08-27,USR0000CBAR,267.0,106.0,80.0,51.0
2022-08-28,USR0000CBAR,206.0,117.0,69.0,53.0
2022-08-29,USR0000CBAR,261.0,128.0,79.0,55.0
2022-08-30,USR0000CBAR,289.0,122.0,84.0,54.0
2022-08-31,USR0000CBAR,261.0,122.0,79.0,54.0
2022-09-01,USR0000CBAR,311.0,89.0,88.0,48.0
2022-09-02,USR0000CBAR,256.0,100.0,78.0,50.0
2022-09-03,USR0000CBAR,278.0,122.0,82.0,54.0
2022-09-04,USR0000CBAR,378.0,161.0,100.0,61.0
2022-09-05,USR0000CBAR,411.0,250.0,106.0,77.0
2022-09-06,USR0000CBAR,428.0,261.0,109.0,79.0
2022-09-07,USR0000CBAR,383.0,194.0,101.0,67.0
2022-09-08,USR0000CBAR,394.0,200.0,103.0,68.0
2022-09-09,USR0000CBAR,328.0,150.0,91.0,59.0
2022-09-10,USR0000CBAR,217.0,139.0,71.0,57.0
2022-09-11,USR0000CBAR,250.0,161.0,77.0,61.0
2022-09-12,USR0000CBAR,233.0,133.0,74.0,56.0
2022-09-13,USR0000CBAR,206.0,128.0,69.0,55.0
2022-09-14,USR0000CBAR,211.0,128.0,70.0,55.0
2022-09-15,USR0000CBAR,200.0,117.0,68.0,53.0
2022-09-16,USR0000CBAR,244.0,106.0,76.0,51.0
2022-09-17,USR0000CBAR,194.0,94.0,67.0,49.0
2022-09-18,USR0000CBAR,156.0,133.0,60.0,56.0
2022-09-19,USR0000CBAR,222.0,128.0,72.0,55.0
2022-09-20,USR0000CBAR,217.0,111.0,71.0,52.0
2022-09-21,USR0000CBAR,239.0,128.0,75.0,55.0
2022-09-22,USR0000CBAR,267.0,117.0,80.0,53.0
2022-09-23,USR0000CBAR,311.0,139.0,88.0,57.0
2022-09-24,USR0000CBAR,322.0,156.0,90.0,60.0
2022-09-25,USR0000CBAR,250.0,111.0,77.0,52.0
2022-09-26,USR0000CBAR,228.0,111.0,73.0,52.0
2022-09-27,USR0000CBAR,200.0,111.0,68.0,52.0
2022-09-28,USR0000CBAR,228.0,117.0,73.0,53.0
2022-09-29,USR0000CBAR,283.0,117.0,83.0,53.0
2022-09-30,USR0000CBAR,311.0,117.0,88.0,53.0
2022-10-01,USR0000CBAR,200.0,100.0,68.0,50.0
2022-10-02,USR0000CBAR,222.0,117.0,72.0,53.0
2022-10-03,USR0000CBAR,222.0,117.0,72.0,53.0
2022-10-04,USR0000CBAR,250.0,100.0,77.0,50.0
2022-10-05,USR0000CBAR,278.0,83.0,82.0,47.0
2022-10-06,USR0000CBAR,283.0,94.0,83.0,49.0
2022-10-07,USR0000CBAR,294.0,111.0,85.0,52.0
2022-10-08,USR0000CBAR,261.0,94.0,79.0,49.0
2022-10-09,USR0000CBAR,211.0,94.0,70.0,49.0
2022-10-10,USR0000CBAR,267.0,94.0,80.0,49.0
2022-10-11,USR0000CBAR,233.0,78.0,74.0,46.0
2022-10-12,USR0000CBAR,222.0,106.0,72.0,51.0
2022-10-13,USR0000CBAR,178.0,94.0,64.0,49.0
2022-10-14,USR0000CBAR,233.0,83.0,74.0,47.0
2022-10-15,USR0000CBAR,161.0,122.0,61.0,54.0
2022-10-16,USR0000CBAR,178.0,117.0,64.0,53.0
2022-10-17,USR0000CBAR,244.0,111.0,76.0,52.0
2022-10-18,USR0000CBAR,294.0,133.0,85.0,56.0
2022-10-19,USR0000CBAR,339.0,172.0,93.0,63.0
2022-10-20,USR0000CBAR,278.0,83.0,82.0,47.0
2022-10-21,USR0000CBAR,189.0,78.0,66.0,46.0
2022-10-22,USR0000CBAR,161.0,100.0,61.0,50.0
2022-10-23,USR0000CBAR,194.0,83.0,67.0,47.0
2022-10-24,USR0000CBAR,233.0,117.0,74.0,53.0
2022-10-25,USR0000CBAR,200.0,83.0,68.0,47.0
2022-10-26,USR0000CBAR,172.0,83.0,63.0,47.0
2022-10-27,USR0000CBAR,217.0,78.0,71.0,46.0
2022-10-28,USR0000CBAR,200.0,83.0,68.0,47.0
2022-10-29,USR0000CBAR,217.0,100.0,71.0,50.0
2022-10-30,USR0000CBAR,222.0,83.0,72.0,47.0
2022-10-31,USR0000CBAR,206.0,78.0,69.0,46.0
2022-11-01,USR0000CBAR,122.0,83.0,54.0,47.0
2022-11-02,USR0000CBAR,139.0,72.0,57.0,45.0
2022-11-03,USR0000CBAR,161.0,50.0,61.0,41.0
2022-11-04,USR0000CBAR,178.0,78.0,64.0,46.0
2022-11-05,USR0000CBAR,144.0,94.0,58.0,49.0
2022-11-06,USR0000CBAR,156.0,78.0,60.0,46.0
2022-11-07,USR0000CBAR,133.0,61.0,56.0,43.0
2022-11-08,USR0000CBAR,100.0,61.0,50.0,43.0
2022-11-09,USR0000CBAR,133.0,61.0,56.0,43.0
2022-11-10,USR0000CBAR,156.0,50.0,60.0,41.0
2022-11-11,USR0000CBAR,161.0,50.0,61.0,41.0
2022-11-12,USR0000CBAR,133.0,72.0,56.0,45.0
2022-11-13,USR0000CBAR,172.0,39.0,63.0,39.0
2022-11-14,USR0000CBAR,156.0,44.0,60.0,40.0
2022-11-15,USR0000CBAR,206.0,56.0,69.0,42.0
2022-11-16,USR0000CBAR,217.0,94.0,71.0,49.0
2022-11-17,USR0000CBAR,183.0,61.0,65.0,43.0
2022-11-18,USR0000CBAR,200.0,56.0,68.0,42.0
2022-11-19,USR0000CBAR,172.0,78.0,63.0,46.0
2022-11-20,USR0000CBAR,178.0,78.0,64.0,46.0
2022-11-21,USR0000CBAR,183.0,83.0,65.0,47.0
2022-11-22,USR0000CBAR,200.0,83.0,68.0,47.0
2022-11-23,USR0000CBAR,211.0,83.0,70.0,47.0
2022-11-24,USR0000CBAR,200.0,100.0,68.0,50.0
2022-11-25,USR0000CBAR,200.0,100.0,68.0,50.0
2022-11-26,USR0000CBAR,206.0,50.0,69.0,41.0
2022-11-27,USR0000CBAR,200.0,83.0,68.0,47.0
2022-11-28,USR0000CBAR,122.0,67.0,54.0,44.0
2022-11-29,USR0000CBAR,150.0,39.0,59.0,39.0
2022-11-30,USR0000CBAR,133.0,28.0,56.0,37.0
2022-12-01,USR0000CBAR,89.0,44.0,48.0,40.0
2022-12-02,USR0000CBAR,111.0,6.0,52.0,33.0
2022-12-03,USR0000CBAR,72.0,39.0,45.0,39.0
2022-12-04,USR0000CBAR,133.0,72.0,56.0,45.0
2022-12-05,USR0000CBAR,133.0,78.0,56.0,46.0
2022-12-06,USR0000CBAR,122.0,61.0,54.0,43.0
2022-12-07,USR0000CBAR,144.0,56.0,58.0,42.0
2022-12-08,USR0000CBAR,106.0,44.0,51.0,40.0
2022-12-09,USR0000CBAR,117.0,39.0,53.0,39.0
2022-12-10,USR0000CBAR,117.0,78.0,53.0,46.0
2022-12-11,USR0000CBAR,100.0,50.0,50.0,41.0
2022-12-12,USR0000CBAR,106.0,39.0,51.0,39.0
2022-12-13,USR0000CBAR,133.0,28.0,56.0,37.0
2022-12-14,USR0000CBAR,133.0,28.0,56.0,37.0
2022-12-15,USR0000CBAR,139.0,39.0,57.0,39.0
2022-12-16,USR0000CBAR,133.0,44.0,56.0,40.0
2022-12-17,USR0000CBAR,133.0,50.0,56.0,41.0
2022-12-18,USR0000CBAR,139.0,17.0,57.0,35.0
2022-12-19,USR0000CBAR,39.0,28.0,39.0,37.0
2022-12-20,USR0000CBAR,128.0,39.0,55.0,39.0
2022-12-21,USR0000CBAR,178.0,50.0,64.0,41.0
2022-12-22,USR0000CBAR,111.0,39.0,52.0,39.0
2022-12-23,USR0000CBAR,128.0,56.0,55.0,42.0
2022-12-24,USR0000CBAR,161.0,78.0,61.0,46.0
2022-12-25,USR0000CBAR,194.0,89.0,67.0,48.0
2022-12-26,USR0000CBAR,122.0,56.0,54.0,42.0
2022-12-27,USR0000CBAR,144.0,83.0,58.0,47.0
2022-12-28,USR0000CBAR,133.0,61.0,56.0,43.0
2022-12-29,USR0000CBAR,117.0,67.0,53.0,44.0
2022-12-30,USR0000CBAR,144.0,128.0,58.0,55.0
2022-12-31,USR0000CBAR,128.0,78.0,55.0,46.0
